id,sec,nsec,x,y,z,battery_level
1,0,0,2.4821399663628728e-05,-5.4815522403116435e-05,0.020645951729412471,0.0
1,0,200000000,0.0010020895852235342,-0.0033415094227070524,0.02212510560137966,0.0
1,0,400000000,0.001820221171511773,-0.0051247441385833068,0.024254276187285356,0.0
1,0,605000000,0.0020106990109982135,-0.006228652645048423,0.026027045275771717,0.0
1,0.0,9810000000.0,0.0025194365848766028,-0.0072918776573622597,0.026091836582210554,0.0
1,1,15000000,0.0028254986024432781,-0.0081495711799880275,0.024851635070791984,0.0
1,1,220000000,0.0030519407738101201,-0.0097891282360317178,0.023255898809259542,0.0
1,1,420000000,0.0038018794561912326,-0.010142742181679326,0.022982826715760234,0.0
1,1,625000000,0.004658978212378098,-0.0097387102771320719,0.023535987537987583,0.0
1,1.0,9830000000.0,0.0059660204125661261,-0.0092944462204206258,0.024320207113002538,0.0
1,2,30000000,0.0059568435031215738,-0.00885776396106858,0.025489914292660232,0.0
1,2,230000000,0.0052181485061809354,-0.0073843349814930511,0.026829513518737233,0.0
1,2,435000000,0.0033702053417242312,-0.00456510768200377,0.027975616018504741,0.0
1,2,635000000,0.0017542405242834905,-0.0027346338967140582,0.028828882833388667,0.0
1,2.0,9835000000.0,0.00085920505902634418,0.00097185911006352106,0.02946128303280509,0.0
1,3,40000000,0.0011551343847460665,0.0026629321107439949,0.030141302207463173,0.0
1,3,245000000,0.001851020583224971,0.0061093692287255705,0.033029883734068934,0.0
1,3,445000000,0.0025402635053459488,0.0077761200795309002,0.035944344253124032,0.0
1,3,645000000,0.0035460691854710177,0.0087383451259817092,0.037979662093861624,0.0
1,3.0,9850000000.0,0.0059313758945292727,0.0094663415142353709,0.038240223478074264,0.0
1,4,50000000,0.0091289886946768518,0.0093670390115995796,0.036581682694818971,0.0
1,4,250000000,0.01120220427055915,0.0081720585254819664,0.03387577434949951,0.0
1,4,450000000,0.011505310177964152,0.0049857789040555845,0.031382597013962128,0.0
1,4,655000000,0.022890729879719587,0.0043034472170262418,0.032717527218187083,0.0
1,4.0,9860000000.0,0.034001882538787706,0.0045847012170520431,0.033463981700058015,0.0
1,5,60000000,0.042860145420121232,0.0057364648477775237,0.03347732926360638,0.0
1,5,260000000,0.050195404796883704,0.0071868329038831365,0.032883029816510811,0.0
1,5,460000000,0.053167309124203671,0.003531308790518415,0.033190198808080038,0.0
1,5,660000000,0.054919115481389856,-0.0015096001356308193,0.033054558349731977,0.0
1,5.0,9865000000.0,0.055257235061010948,-0.006504833397097478,0.031029016004665157,0.0
1,6,70000000,0.053819545279472997,-0.010031767505557425,0.028195539467417891,0.0
1,6,270000000,0.053576966183258648,-0.011183269867724631,0.02511820523470935,0.0
1,6,470000000,0.053948553707061815,-0.013024007219245974,0.022880081135124169,0.0
1,6,670000000,0.053998110382131946,-0.013352544818306123,0.022448734499510629,0.0
1,6.0,9870000000.0,0.053688824334872425,-0.013694421390292122,0.023837815041842007,0.0
1,7,75000000,0.053331677735592532,-0.013909210014612636,0.025355928924778611,0.0
1,7,280000000,0.052530454957451754,-0.013270601287521524,0.026714241219689731,0.0
1,7,485000000,0.05055719366148697,-0.011742470184003338,0.027866888954392724,0.0
1,7,690000000,0.048670488430638058,-0.010481257433816586,0.028724939562980195,0.0
1,7.0,9890000000.0,0.047671906230418566,-0.0095996836708583232,0.02935999763272739,0.0
1,8,95000000,0.048041951586223389,-0.0074235546127771959,0.030649762855757968,0.0
1,8,300000000,0.047877646860639084,-0.0050641153937513086,0.034055086169628858,0.0
1,8,505000000,0.04842034124551757,-0.0039432813935095573,0.036790549673375368,0.0
1,8,710000000,0.049716341548814026,-0.0031761186209853516,0.038391448707551491,0.0
1,8.0,9915000000.0,0.052503790386283319,-0.0024150769528954916,0.037942374554570529,0.0
1,9,120000000,0.055665027913403199,-0.0025445994209474161,0.035687764134749687,0.0
1,9,325000000,0.057384317426647707,-0.0041791884222757867,0.032917454563400526,0.0
1,9,530000000,0.062634844788051175,-0.0056309767400710723,0.032115366356514068,0.0
1,9,735000000,0.073928305744427686,-0.0039520345613085978,0.033194671280148573,0.0
