id,sec,nsec,x,y,z,battery_level
1,0,0,-6.1984784939312592e-06,1.0660222953957535e-05,0.020762912355759396,0.0
1,0,200000000,0.00063337723043421453,-0.0007530821113181489,0.026954654594750917,0.0
1,0,400000000,0.019206674776515199,0.00014157964422858275,0.031212378706532068,0.0
1,0,605000000,0.032287382393270087,0.0010398443231306787,0.036585889817906336,0.0
1,0.0,9810000000.0,0.025534463143015565,0.002532266722305975,0.037790630906945802,0.0
1,1,15000000,0.0066264648463565199,-0.0018008582730331092,0.034890705063460252,0.0
1,1,220000000,-0.012588187623958864,-0.0025054091466284564,0.026237540392160284,0.0
1,1,420000000,-0.017284440943016118,-0.00168646634325452,0.023148967846875725,0.0
1,1,625000000,-0.017383522861100599,0.0012967562510588478,0.023920226015938458,0.0
1,1.0,9830000000.0,-0.016063890346165999,0.0036495717628366392,0.025150176544274105,0.0
1,2,30000000,-0.01454593784931614,0.0063570095737698045,0.026692603784233132,0.0
1,2,230000000,-0.013425953406116714,0.0086962938605143047,0.028009567263897497,0.0
1,2,435000000,-0.012707566436803295,0.010454133918815663,0.029081687313809293,0.0
1,2,635000000,-0.012134730325445774,0.011762612696581182,0.029952017761121687,0.0
1,2.0,9835000000.0,-0.010923470436986127,0.012914713479114628,0.03088152940035601,0.0
1,3,40000000,-0.0098372668378487911,0.013864401693525838,0.03162538179111743,0.0
1,3,245000000,-0.0089071242929059102,0.014601014518174155,0.032196537514371813,0.0
1,3,445000000,-0.0075556667115950112,0.013741486601247046,0.033034877823140553,0.0
1,3,645000000,-0.0062824925116091255,0.012428310858265108,0.033871341971031116,0.0
1,3.0,9850000000.0,-0.0052187473893639032,0.011288212657580525,0.034580504135912023,0.0
1,4,50000000,-0.0043898741905348043,0.010371472027493285,0.035140954468206906,0.0
1,4,250000000,-0.003714199448348911,0.0096041335303171625,0.03560313618743962,0.0
1,4,450000000,-0.0031668229031851947,0.0089690857614955679,0.035981727099690407,0.0
1,4,655000000,-0.0027114620855523139,0.0084308218082500622,0.036299472746217552,0.0
1,4.0,9860000000.0,-0.0023393545692984748,0.0079843063470245116,0.036561360197425237,0.0
1,5,60000000,-0.0020470399863568431,0.0076289094346743197,0.036768397764098501,0.0
1,5,260000000,-0.0018037961748678156,0.0073302143532710338,0.036941755447274287,0.0
1,5,460000000,-0.0016082729459125917,0.0070879184919730807,0.037081717887084246,0.0
1,5,660000000,-0.0014449451267303402,0.006884077708639494,0.03719912753985679,0.0
1,5.0,9865000000.0,-0.0013096762640759962,0.0067142772744185611,0.037296759447486047,0.0
1,6,70000000,-0.0011979546693451824,0.0065732631470554375,0.037377609485622812,0.0
1,6,270000000,-0.0011087862642455845,0.0064602751538645319,0.037442338173835701,0.0
1,6,470000000,-0.0010353990919121979,0.0063669145229150901,0.037495707569525673,0.0
1,6,670000000,-0.00097474661384851376,0.0062895517123034844,0.037539926322906265,0.0
1,6.0,9870000000.0,-0.000925106783933205,0.0062260422280361561,0.037576166737986305,0.0
1,7,75000000,-0.00088281546284927476,0.0061718330145219139,0.037607110694963745,0.0
1,7,280000000,-0.00084866365161663569,0.0061279442925036469,0.037632131696501508,0.0
1,7,485000000,-0.00082023767101077236,0.0060913474216065591,0.037652993603879435,0.0
1,7,690000000,-0.00079717711173378394,0.0060616129705643607,0.037669956738240279,0.0
1,7.0,9890000000.0,-0.00077854334985852694,0.0060375348024818906,0.037683682595765787,0.0
1,8,95000000,-0.00076286579313601254,0.0060172477945061352,0.037695260865846451,0.0
1,8,300000000,-0.00075004354280525792,0.006000616215174703,0.037704749217431936,0.0
1,8,505000000,-0.00073942471163704999,0.0059868201169798862,0.037712631624912001,0.0
